Vehicle_ID,State,Vehicle_Type,Fuel_Type,EV_Status,Manufacturer,Model,Year_of_Manufacture,Units_Sold,Price,Mileage_kmpl,CO2_Emission_g_km,Registration_City
V0498,Kerala,Car,Petrol,No,Hyundai,Venue,2017,3852,1265406,29.1,121.0,Chennai
V0499,Uttar Pradesh,Truck,Electric,Yes,Ashok Leyland,Dost,2018,5581,918893,0.0,0.0,Chennai
V0500,Telangana,Auto,Hybrid,No,TVS,Apache,2022,11869,2146264,26.0,183.6,Bengaluru
V0501,Delhi,Bike,Diesel,No,Bajaj,Pulsar,2017,11639,669264,20.6,123.7,Delhi
V0502,Karnataka,Car,Hybrid,No,Kia,Sonet,2020,14086,2024453,25.7,140.6,Kolkata
V0503,Punjab,SUV,Petrol,No,MG,Hector,2018,12725,1166384,17.7,123.8,Jaipur
V0504,Bihar,Bike,Diesel,No,Bajaj,Pulsar,2023,8005,1064130,13.5,199.3,Kochi
V0505,Rajasthan,Auto,Petrol,No,Piaggio,Ape,2013,14170,2405163,17.4,158.9,Mumbai
V0506,Kerala,SUV,Petrol,No,Mahindra,Bolero,2017,10351,1151791,16.1,176.0,Kolkata
V0507,Madhya Pradesh,Van,Electric,Yes,Tata,Tiago,2022,2775,737621,0.0,0.0,Kochi
V0508,Andhra Pradesh,Auto,Electric,Yes,Piaggio,Porter,2024,7447,755522,0.0,0.0,Delhi
V0509,Haryana,Van,Diesel,No,Tata,Nexon,2022,5057,1711146,21.9,127.0,Mumbai
V0510,Punjab,Auto,Hybrid,No,TVS,Jupiter,2020,14532,489987,23.8,104.7,Lucknow
V0511,Jharkhand,SUV,Petrol,No,MG,Hector,2019,4084,1615221,29.3,125.0,Mumbai
V0512,Punjab,Auto,Petrol,No,Bajaj,Pulsar,2022,1247,1864732,26.0,183.0,Kolkata
V0513,Delhi,Van,Hybrid,No,Tata,Tiago,2022,12207,1352019,21.6,140.8,Lucknow
V0514,West Bengal,Truck,Hybrid,No,Ashok Leyland,Dost,2017,6255,1296750,20.8,150.3,Kolkata
V0515,Odisha,SUV,Petrol,No,MG,Hector,2013,1890,1979433,24.7,150.7,Kochi
V0516,Bihar,Van,Diesel,No,Force Motors,Traveller,2010,7652,1945555,28.3,109.6,Mumbai
V0517,Delhi,Van,Diesel,No,Maruti,Baleno,2019,5137,1907577,17.2,186.0,Kolkata
V0518,Jharkhand,Truck,Petrol,No,Mahindra,Jeeto,2022,6419,1014010,10.5,108.4,Jaipur
V0519,Rajasthan,Auto,Electric,Yes,TVS,Apache,2015,12506,1915211,0.0,0.0,Jaipur
V0520,West Bengal,Bike,Electric,Yes,TVS,Jupiter,2022,2997,462454,0.0,0.0,Kochi
V0521,Assam,Bike,Diesel,No,Royal Enfield,Hunter 350,2014,1801,1172690,15.5,155.3,Lucknow
V0522,Chhattisgarh,Bike,Electric,Yes,Hero,HF Deluxe,2012,14228,1022354,0.0,0.0,Ahmedabad
V0523,Haryana,SUV,Hybrid,No,Mahindra,Jeeto,2014,6473,2261160,18.3,188.7,Ahmedabad
V0524,Chhattisgarh,Bike,Diesel,No,Royal Enfield,Classic 350,2015,8945,2334999,18.2,110.1,Hyderabad
V0525,Uttarakhand,Bike,Diesel,No,Bajaj,Pulsar,2017,10934,1382944,15.8,132.3,Kochi
V0526,Haryana,Bike,Diesel,No,Royal Enfield,Hunter 350,2019,8716,1836565,24.2,183.9,Lucknow
V0527,Maharashtra,Truck,Petrol,No,Tata,Nexon,2012,11366,1096734,23.3,142.1,Mumbai
V0528,Assam,Van,Diesel,No,Maruti,Swift,2015,12193,2166343,16.5,140.1,Delhi
V0529,Punjab,Bike,Petrol,No,Hero,Splendor,2021,4392,1045483,17.7,144.4,Jaipur
V0530,Punjab,Van,Petrol,No,Force Motors,Gurkha,2020,1472,469822,24.0,145.9,Ahmedabad
V0531,Gujarat,Car,Hybrid,No,Honda,Amaze,2021,6793,700810,17.3,152.2,Bengaluru
V0532,Telangana,Auto,Petrol,No,TVS,Jupiter,2020,14050,2134960,24.1,165.9,Lucknow
V0533,Delhi,SUV,Electric,Yes,MG,Astor,2022,1493,2278327,0.0,0.0,Mumbai
V0534,Kerala,Bus,Electric,Yes,Tata,Punch,2021,7206,2090298,0.0,0.0,Lucknow
V0535,Rajasthan,Van,Hybrid,No,Tata,Tiago,2017,13028,2013945,22.8,140.6,Ahmedabad
V0536,Delhi,Bike,Electric,Yes,Honda,City,2012,9691,2197822,0.0,0.0,Ahmedabad
V0537,Haryana,Bike,Petrol,No,TVS,Apache,2013,1895,2319337,12.1,189.1,Ahmedabad
V0538,Kerala,Car,Petrol,No,Tata,Tiago,2018,4177,209887,10.7,140.2,Bengaluru
V0539,Rajasthan,Van,Diesel,No,Tata,Tiago,2013,568,1407961,15.6,167.2,Kochi
V0540,Bihar,Van,Diesel,No,Tata,Tiago,2012,2365,845100,10.1,186.6,Ahmedabad
V0541,Assam,Auto,Petrol,No,Bajaj,Pulsar,2021,13180,1111359,22.4,124.9,Ahmedabad
V0542,Jharkhand,Car,Electric,Yes,Toyota,Fortuner,2011,10942,972427,0.0,0.0,Mumbai
V0543,West Bengal,Bus,Hybrid,No,Ashok Leyland,Dost,2024,9953,1552031,21.6,175.0,Mumbai
V0544,Gujarat,Truck,Hybrid,No,Ashok Leyland,Dost,2017,9037,1031995,21.3,134.0,Kochi
V0545,Tamil Nadu,SUV,Diesel,No,Tata,Nexon,2014,467,1711788,20.9,190.1,Kochi
V0546,Chhattisgarh,Truck,Diesel,No,Ashok Leyland,Captain,2017,1986,2498027,22.8,115.2,Lucknow
V0547,Rajasthan,SUV,Hybrid,No,MG,Hector,2016,7269,1768867,19.6,163.1,Hyderabad
V0548,West Bengal,Bus,Diesel,No,Tata,Tiago,2015,6853,2297140,10.2,144.3,Chennai
V0549,Kerala,Bike,Hybrid,No,Honda,Amaze,2021,11862,254233,17.5,106.3,Hyderabad
V0550,Punjab,Truck,Electric,Yes,Eicher,Pro 3015,2019,5550,121068,0.0,0.0,Delhi
V0551,Madhya Pradesh,SUV,Diesel,No,Hyundai,i20,2015,12204,1530437,15.6,195.5,Kolkata
V0552,Karnataka,Van,Hybrid,No,Maruti,Alto,2021,11875,737675,26.4,136.3,Ahmedabad
V0553,Chhattisgarh,SUV,Petrol,No,Mahindra,Jeeto,2024,2005,364303,14.3,187.0,Delhi
V0554,Chhattisgarh,Bus,Diesel,No,Tata,Nexon,2012,11993,1016260,23.6,105.2,Jaipur
V0555,Rajasthan,Bike,Petrol,No,Hero,HF Deluxe,2020,3321,548679,28.4,195.1,Hyderabad
V0556,Jharkhand,Car,Electric,Yes,Honda,Amaze,2014,1933,2366146,0.0,0.0,Delhi
V0557,Kerala,Auto,Hybrid,No,Piaggio,Ape,2018,1087,852562,29.9,125.2,Mumbai
V0558,Haryana,Bike,Petrol,No,Royal Enfield,Classic 350,2023,1526,107568,23.4,193.9,Mumbai
V0559,Uttar Pradesh,Car,Diesel,No,Honda,Amaze,2010,14591,435545,23.6,169.9,Chennai
V0560,Assam,Bus,Diesel,No,Ashok Leyland,Dost,2023,4265,231386,20.0,155.4,Chennai
V0561,Tamil Nadu,Bus,Petrol,No,Tata,Tiago,2012,12654,1298104,25.8,140.9,Jaipur
V0562,Uttar Pradesh,Truck,Electric,Yes,Mahindra,Jeeto,2022,7798,1278198,0.0,0.0,Kolkata
V0563,Chhattisgarh,SUV,Diesel,No,Hyundai,i20,2012,14676,708098,26.5,143.4,Kolkata
V0564,Andhra Pradesh,Bus,Petrol,No,Ashok Leyland,Captain,2012,2429,650995,16.2,196.6,Bengaluru
V0565,Assam,Car,Petrol,No,Honda,Amaze,2024,1286,1460175,18.2,192.3,Bengaluru
V0566,Haryana,Car,Petrol,No,Maruti,Swift,2024,14579,1492460,12.6,198.3,Bengaluru
V0567,Karnataka,SUV,Electric,Yes,MG,Astor,2011,8252,489207,0.0,0.0,Delhi
V0568,West Bengal,Bike,Hybrid,No,Royal Enfield,Classic 350,2024,14430,612189,27.5,140.0,Bengaluru
V0569,Maharashtra,Bike,Diesel,No,Bajaj,Chetak,2023,11002,1839140,18.3,112.8,Jaipur
V0570,Maharashtra,Bus,Diesel,No,Volvo,9600,2021,4216,1586065,18.7,108.3,Chennai
V0571,Karnataka,Auto,Electric,Yes,Bajaj,Pulsar,2019,13220,655128,0.0,0.0,Bengaluru
V0572,Uttar Pradesh,Auto,Hybrid,No,Piaggio,Porter,2018,2999,343042,17.1,108.9,Kochi
V0573,Haryana,Bus,Petrol,No,Tata,Tiago,2017,12879,1911024,11.0,185.4,Delhi
V0574,Kerala,Car,Diesel,No,Honda,Amaze,2011,499,406260,13.8,125.6,Kolkata
V0575,Andhra Pradesh,Auto,Electric,Yes,Piaggio,Porter,2011,9791,1119999,0.0,0.0,Bengaluru
V0576,Delhi,Bike,Petrol,No,Honda,Amaze,2016,3825,1469057,16.4,116.5,Delhi
V0577,Karnataka,SUV,Hybrid,No,Tata,Punch,2021,3266,2205820,20.4,136.0,Kolkata
V0578,Rajasthan,Bike,Hybrid,No,Honda,Amaze,2019,9555,2057891,26.8,138.7,Chennai
V0579,Odisha,Auto,Hybrid,No,TVS,Apache,2013,12520,2389242,16.9,195.1,Lucknow
V0580,Jharkhand,Auto,Petrol,No,Bajaj,Pulsar,2023,9013,1816088,28.0,136.6,Ahmedabad
V0581,Uttar Pradesh,Truck,Diesel,No,Ashok Leyland,Captain,2018,3935,1588857,13.6,190.6,Kochi
V0582,Telangana,Car,Petrol,No,Kia,Seltos,2011,9032,278190,28.3,178.5,Bengaluru
V0583,Jharkhand,Bus,Diesel,No,Ashok Leyland,Dost,2023,6592,646013,10.6,190.3,Delhi
V0584,Bihar,Van,Electric,Yes,Tata,Nexon,2016,5193,1537745,0.0,0.0,Bengaluru
V0585,Telangana,Bus,Hybrid,No,Tata,Punch,2020,13973,454513,22.2,157.7,Kochi
V0586,Chhattisgarh,Truck,Electric,Yes,Eicher,Pro 3015,2010,7769,836937,0.0,0.0,Hyderabad
V0587,Odisha,SUV,Hybrid,No,Hyundai,Creta,2010,8871,270009,23.5,160.9,Jaipur
V0588,Andhra Pradesh,Bus,Hybrid,No,Tata,Nexon,2012,2584,199809,26.9,102.5,Hyderabad
V0589,Chhattisgarh,Bus,Diesel,No,Ashok Leyland,Captain,2010,8524,1750437,10.6,195.6,Jaipur
V0590,Assam,Auto,Petrol,No,Bajaj,Pulsar,2024,4764,2353307,29.9,155.0,Kochi
V0591,West Bengal,Bus,Diesel,No,Volvo,9400,2018,130,504960,27.4,159.2,Lucknow
V0592,Andhra Pradesh,Auto,Diesel,No,TVS,Jupiter,2021,686,1111631,17.2,165.7,Jaipur
V0593,Gujarat,Van,Petrol,No,Force Motors,Traveller,2022,8807,1982126,21.3,112.6,Kochi
V0594,Kerala,Car,Hybrid,No,Kia,Seltos,2022,5750,1057357,16.7,155.3,Chennai
V0595,Maharashtra,Car,Hybrid,No,Toyota,Fortuner,2022,14573,251880,10.3,184.1,Jaipur
V0596,Punjab,Auto,Electric,Yes,TVS,Apache,2018,8828,578133,0.0,0.0,Jaipur
V0597,Assam,Car,Hybrid,No,Tata,Tiago,2012,12837,843666,21.1,162.9,Kochi
V0598,Bihar,Bike,Hybrid,No,Bajaj,Chetak,2014,2799,928037,20.2,178.4,Jaipur
V0599,Andhra Pradesh,Van,Diesel,No,Force Motors,Gurkha,2017,227,2433498,19.6,191.3,Ahmedabad
V0600,Odisha,Auto,Petrol,No,Piaggio,Ape,2023,7610,2068797,19.8,128.8,Chennai
V0601,Uttarakhand,Bus,Electric,Yes,Ashok Leyland,Dost,2014,9891,1101015,0.0,0.0,Hyderabad
V0602,Chhattisgarh,Car,Hybrid,No,Maruti,Baleno,2014,1426,2127684,11.8,143.9,Lucknow
V0603,Jharkhand,SUV,Electric,Yes,MG,Astor,2018,13200,799252,0.0,0.0,Kolkata
V0604,Telangana,Truck,Diesel,No,Ashok Leyland,Captain,2014,7736,322047,24.9,149.9,Chennai
V0605,Punjab,Van,Diesel,No,Force Motors,Gurkha,2012,944,1261917,12.5,153.4,Mumbai
V0606,Chhattisgarh,Truck,Diesel,No,Mahindra,Bolero,2017,11978,1892221,27.5,114.4,Delhi
V0607,Kerala,SUV,Diesel,No,Mahindra,Jeeto,2023,14428,772320,14.7,162.2,Ahmedabad
V0608,Madhya Pradesh,Car,Diesel,No,Tata,Nexon,2024,1085,2391999,15.5,146.1,Delhi
V0609,Madhya Pradesh,Auto,Petrol,No,Piaggio,Porter,2018,8237,357861,16.4,112.1,Lucknow
V0610,Odisha,SUV,Petrol,No,MG,Astor,2011,7411,933279,25.9,106.5,Delhi
V0611,Karnataka,Bike,Petrol,No,Bajaj,Pulsar,2019,7826,700085,18.0,127.4,Hyderabad
V0612,Haryana,Bus,Petrol,No,Tata,Tiago,2010,4178,1062317,25.1,164.8,Hyderabad
V0613,West Bengal,SUV,Hybrid,No,Tata,Tiago,2023,2043,1593169,15.2,114.0,Hyderabad
V0614,West Bengal,SUV,Hybrid,No,Mahindra,Bolero,2021,13952,1940017,14.3,148.4,Kochi
V0615,Chhattisgarh,Auto,Electric,Yes,TVS,Apache,2021,12765,2133541,0.0,0.0,Jaipur
V0616,Tamil Nadu,Truck,Electric,Yes,Mahindra,Bolero,2020,11857,2463424,0.0,0.0,Delhi
V0617,Haryana,Truck,Hybrid,No,Eicher,Pro 2049,2018,11181,1305776,18.8,163.3,Chennai
V0618,Jharkhand,SUV,Diesel,No,MG,Hector,2011,6243,276723,15.7,117.0,Chennai
V0619,Kerala,Bike,Electric,Yes,Honda,Amaze,2010,5204,1901812,0.0,0.0,Jaipur
V0620,Karnataka,Auto,Diesel,No,TVS,Jupiter,2015,4952,2032221,21.3,141.4,Bengaluru
V0621,Delhi,Auto,Electric,Yes,Piaggio,Porter,2017,2247,1663193,0.0,0.0,Ahmedabad
V0622,Assam,Truck,Diesel,No,Eicher,Pro 2049,2019,6295,1219961,21.7,167.7,Kochi
V0623,Delhi,Van,Electric,Yes,Tata,Tiago,2015,8426,359288,0.0,0.0,Kochi
V0624,West Bengal,Car,Petrol,No,Honda,Amaze,2013,5283,1358986,22.8,174.2,Bengaluru
V0625,Uttar Pradesh,Bike,Electric,Yes,Hero,HF Deluxe,2018,9428,675567,0.0,0.0,Mumbai
V0626,Maharashtra,SUV,Hybrid,No,Hyundai,i20,2014,2562,467589,26.5,159.4,Chennai
V0627,Chhattisgarh,Bike,Petrol,No,Honda,City,2022,11540,1577765,13.4,107.5,Bengaluru
V0628,Chhattisgarh,Auto,Petrol,No,TVS,Jupiter,2020,12497,1991736,16.5,104.6,Delhi
V0629,Delhi,Bus,Diesel,No,Ashok Leyland,Captain,2023,4863,1958040,26.0,138.8,Kochi
V0630,Kerala,Van,Petrol,No,Maruti,Alto,2015,822,653787,21.6,194.1,Mumbai
V0631,Andhra Pradesh,SUV,Hybrid,No,Mahindra,Bolero,2022,5185,448254,13.2,123.7,Kochi
V0632,Gujarat,Truck,Diesel,No,Ashok Leyland,Captain,2013,11533,1166899,23.3,142.1,Kolkata
V0633,Assam,Van,Hybrid,No,Force Motors,Gurkha,2022,199,790218,18.5,163.6,Bengaluru
V0634,Odisha,Van,Diesel,No,Force Motors,Gurkha,2024,7418,186211,27.9,134.3,Ahmedabad
V0635,Assam,Van,Petrol,No,Tata,Punch,2015,9556,736335,14.2,120.5,Lucknow
V0636,Rajasthan,SUV,Petrol,No,Tata,Nexon,2024,4520,1985963,10.6,183.8,Jaipur
V0637,Bihar,Truck,Petrol,No,Eicher,Pro 2049,2014,10772,1676000,21.8,155.9,Mumbai
V0638,Jharkhand,SUV,Diesel,No,MG,Astor,2022,13965,1442763,13.9,155.0,Chennai
V0639,Madhya Pradesh,Van,Hybrid,No,Tata,Punch,2013,1895,849744,19.3,102.4,Chennai
V0640,Kerala,SUV,Electric,Yes,Tata,Nexon,2022,8322,1824167,0.0,0.0,Chennai
V0641,Madhya Pradesh,SUV,Electric,Yes,Tata,Nexon,2010,3339,1584008,0.0,0.0,Kochi
V0642,Maharashtra,Truck,Diesel,No,Tata,Tiago,2018,11815,2206298,15.9,189.4,Kochi
V0643,Jharkhand,Truck,Hybrid,No,Eicher,Pro 3015,2011,10125,848179,18.9,186.1,Lucknow
V0644,Maharashtra,Car,Electric,Yes,Toyota,Fortuner,2015,6600,1835498,0.0,0.0,Lucknow
V0645,Tamil Nadu,Bus,Electric,Yes,Volvo,9600,2013,2026,683380,0.0,0.0,Chennai
V0646,Tamil Nadu,Bike,Electric,Yes,TVS,Jupiter,2021,4914,1693140,0.0,0.0,Ahmedabad
V0647,Madhya Pradesh,Bus,Diesel,No,Volvo,9600,2022,6455,1583261,26.9,116.4,Kochi
V0648,Delhi,Bus,Hybrid,No,Ashok Leyland,Captain,2011,3072,1618462,25.3,165.3,Lucknow
V0649,Assam,Truck,Electric,Yes,Ashok Leyland,Dost,2018,7235,1795895,0.0,0.0,Hyderabad
V0650,Telangana,Bus,Petrol,No,Volvo,9400,2016,13978,2158400,11.1,129.9,Jaipur
V0651,Karnataka,Auto,Petrol,No,Piaggio,Porter,2021,12404,1467546,15.8,161.1,Chennai
V0652,Uttarakhand,Bike,Diesel,No,Honda,City,2017,8096,2164849,27.6,117.6,Hyderabad
V0653,Kerala,Van,Hybrid,No,Force Motors,Gurkha,2024,6911,670196,24.5,131.5,Bengaluru
V0654,Haryana,Van,Hybrid,No,Tata,Punch,2018,3138,2069091,26.2,107.2,Chennai
V0655,Telangana,Car,Petrol,No,Maruti,Baleno,2015,14632,2408079,22.1,175.3,Lucknow
V0656,Uttar Pradesh,Car,Hybrid,No,Tata,Tiago,2013,5602,2316317,21.5,192.5,Delhi
V0657,Maharashtra,Van,Petrol,No,Force Motors,Gurkha,2012,581,512434,21.8,100.5,Mumbai
V0658,Telangana,SUV,Electric,Yes,Tata,Punch,2013,5719,742315,0.0,0.0,Jaipur
V0659,West Bengal,Auto,Hybrid,No,Bajaj,Pulsar,2023,13803,2351118,24.3,188.6,Hyderabad
V0660,Uttarakhand,Van,Petrol,No,Maruti,Ertiga,2017,8781,2463238,20.0,145.8,Lucknow
V0661,Andhra Pradesh,SUV,Petrol,No,Mahindra,Jeeto,2017,4304,384260,25.8,153.3,Lucknow
V0662,Jharkhand,Bike,Diesel,No,Hero,HF Deluxe,2016,7283,1832936,11.9,127.2,Jaipur
V0663,Jharkhand,Auto,Hybrid,No,Bajaj,Chetak,2015,13820,810291,28.2,177.4,Ahmedabad
V0664,Assam,Car,Petrol,No,Hyundai,Venue,2023,1921,1799764,16.5,100.7,Chennai
V0665,Punjab,Bike,Petrol,No,Bajaj,Chetak,2022,13488,1965933,15.2,176.5,Kochi
V0666,Bihar,Bike,Electric,Yes,TVS,Apache,2020,14331,294544,0.0,0.0,Chennai
V0667,Haryana,Truck,Diesel,No,Tata,Punch,2018,10404,1771543,20.1,157.1,Lucknow
V0668,Gujarat,Bus,Petrol,No,Tata,Punch,2010,6119,2212003,23.8,181.2,Bengaluru
V0669,Madhya Pradesh,Truck,Diesel,No,Eicher,Pro 2049,2014,6201,2415603,17.1,134.1,Bengaluru
V0670,Andhra Pradesh,Car,Petrol,No,Hyundai,Venue,2022,2359,85487,20.0,154.7,Chennai
V0671,Jharkhand,SUV,Petrol,No,Mahindra,Bolero,2012,1762,2194281,25.8,189.0,Hyderabad
V0672,Karnataka,Bus,Electric,Yes,Ashok Leyland,Captain,2014,11709,1836074,0.0,0.0,Bengaluru
V0673,Maharashtra,Auto,Diesel,No,Bajaj,Pulsar,2013,11098,557628,15.3,116.7,Ahmedabad
V0674,Andhra Pradesh,SUV,Hybrid,No,Hyundai,Venue,2012,13995,1719044,10.8,106.5,Bengaluru
V0675,Gujarat,Bus,Diesel,No,Ashok Leyland,Dost,2017,6647,443835,27.4,169.7,Delhi
V0676,Bihar,Van,Hybrid,No,Maruti,Alto,2019,10350,2152783,13.3,156.5,Chennai
V0677,Uttarakhand,Van,Electric,Yes,Force Motors,Traveller,2014,13409,553560,0.0,0.0,Kochi
V0678,Uttarakhand,SUV,Petrol,No,Mahindra,Bolero,2018,3409,1910979,28.8,108.1,Lucknow
V0679,Madhya Pradesh,Truck,Electric,Yes,Tata,Punch,2021,8189,2042641,0.0,0.0,Lucknow
V0680,Karnataka,Van,Diesel,No,Tata,Nexon,2010,14867,1031185,27.0,136.7,Hyderabad
V0681,Punjab,Bike,Electric,Yes,TVS,Jupiter,2017,9051,1513254,0.0,0.0,Chennai
V0682,Uttarakhand,Van,Petrol,No,Maruti,Ertiga,2020,2622,2164944,13.5,180.3,Hyderabad
V0683,Punjab,Van,Diesel,No,Maruti,Baleno,2016,12693,1303798,21.5,132.4,Bengaluru
V0684,Tamil Nadu,Auto,Diesel,No,Bajaj,Chetak,2018,8671,325038,20.9,155.7,Chennai
V0685,Maharashtra,Bike,Petrol,No,TVS,Apache,2019,3733,1259167,10.5,179.5,Delhi
V0686,Tamil Nadu,Car,Petrol,No,Tata,Tiago,2011,13767,344280,21.9,175.3,Chennai
V0687,Maharashtra,Bike,Petrol,No,Royal Enfield,Hunter 350,2013,11504,2144198,13.0,114.9,Hyderabad
V0688,Tamil Nadu,Van,Electric,Yes,Force Motors,Traveller,2023,9125,1700441,0.0,0.0,Ahmedabad
V0689,Chhattisgarh,Bike,Hybrid,No,Hero,HF Deluxe,2023,2536,785808,18.5,189.3,Jaipur
V0690,West Bengal,Bike,Electric,Yes,TVS,Jupiter,2014,3799,372778,0.0,0.0,Jaipur
V0691,Jharkhand,Van,Diesel,No,Tata,Tiago,2024,1699,748022,12.1,189.1,Kochi
V0692,Maharashtra,Van,Hybrid,No,Tata,Punch,2014,7797,1400618,13.7,113.8,Ahmedabad
V0693,Uttar Pradesh,SUV,Diesel,No,Mahindra,Jeeto,2015,3662,2499845,28.4,127.2,Kochi
V0694,Chhattisgarh,Truck,Electric,Yes,Ashok Leyland,Dost,2024,14305,2175473,0.0,0.0,Chennai
V0695,Andhra Pradesh,Bike,Electric,Yes,TVS,Jupiter,2016,14996,1989964,0.0,0.0,Ahmedabad
V0696,Haryana,Car,Hybrid,No,Honda,City,2024,14535,1309889,15.0,145.2,Kochi
V0697,Karnataka,Truck,Petrol,No,Mahindra,Jeeto,2023,7232,304722,10.4,102.8,Jaipur
V0698,Andhra Pradesh,Car,Diesel,No,Maruti,Ertiga,2013,6426,111601,13.3,154.7,Bengaluru
V0699,Uttarakhand,Bus,Electric,Yes,Volvo,9600,2019,8316,409508,0.0,0.0,Kochi
V0700,Haryana,Auto,Diesel,No,TVS,Jupiter,2011,13649,978089,23.7,142.0,Chennai
V0701,Delhi,Auto,Petrol,No,Piaggio,Porter,2022,1879,2180643,13.6,116.1,Lucknow
V0702,Uttar Pradesh,Van,Electric,Yes,Force Motors,Traveller,2018,483,1483303,0.0,0.0,Chennai
V0703,Haryana,Bus,Hybrid,No,Volvo,9400,2021,8792,2202565,13.6,197.4,Ahmedabad
V0704,Madhya Pradesh,Bus,Diesel,No,Ashok Leyland,Dost,2018,2201,1084981,27.3,114.6,Kochi
V0705,Chhattisgarh,Car,Electric,Yes,Honda,Amaze,2015,14622,2254027,0.0,0.0,Lucknow
V0706,Uttarakhand,Bike,Petrol,No,Hero,Splendor,2020,3638,2137079,24.9,147.4,Mumbai
V0707,Madhya Pradesh,Bus,Electric,Yes,Volvo,9400,2014,4003,1982339,0.0,0.0,Mumbai
V0708,Assam,Car,Petrol,No,Tata,Nexon,2014,4727,1024549,14.5,140.4,Hyderabad
V0709,Assam,SUV,Petrol,No,Mahindra,Jeeto,2011,5231,159321,24.7,142.1,Bengaluru
V0710,Odisha,Truck,Petrol,No,Mahindra,Jeeto,2021,5926,313254,15.0,186.1,Jaipur
V0711,Maharashtra,Bus,Petrol,No,Tata,Tiago,2020,5668,1631827,17.6,131.6,Lucknow
V0712,Rajasthan,Auto,Hybrid,No,Bajaj,Chetak,2012,4831,678823,21.8,163.9,Kochi
V0713,Telangana,Truck,Petrol,No,Tata,Punch,2011,11632,560772,16.7,141.3,Chennai
V0714,Odisha,Bus,Electric,Yes,Volvo,9600,2023,10430,2206775,0.0,0.0,Ahmedabad
V0715,Assam,Bus,Electric,Yes,Volvo,9400,2011,13222,1325087,0.0,0.0,Kolkata
V0716,Punjab,Van,Petrol,No,Maruti,Swift,2018,8795,952341,26.7,172.3,Hyderabad
V0717,Telangana,Van,Hybrid,No,Tata,Nexon,2013,9038,541779,11.0,190.1,Jaipur
V0718,Haryana,Auto,Petrol,No,Piaggio,Ape,2019,2074,2061042,25.0,194.3,Ahmedabad
V0719,Telangana,Truck,Petrol,No,Ashok Leyland,Captain,2016,10677,1818033,14.8,172.9,Bengaluru
V0720,Uttar Pradesh,Bike,Hybrid,No,Hero,HF Deluxe,2023,13465,944141,28.4,176.1,Mumbai
V0721,Punjab,Truck,Petrol,No,Mahindra,Jeeto,2010,13935,1437004,28.9,107.8,Jaipur
V0722,Punjab,Auto,Petrol,No,Piaggio,Porter,2011,7541,2278377,15.8,129.7,Chennai
V0723,Rajasthan,SUV,Diesel,No,Tata,Punch,2021,6970,2139270,26.2,148.3,Kochi
V0724,Rajasthan,Truck,Diesel,No,Tata,Tiago,2017,2437,1928204,14.2,178.1,Ahmedabad
V0725,West Bengal,Bus,Electric,Yes,Ashok Leyland,Captain,2015,7859,2322777,0.0,0.0,Jaipur
V0726,Bihar,Van,Diesel,No,Force Motors,Gurkha,2010,6978,1684129,10.8,139.5,Bengaluru
V0727,Bihar,Truck,Electric,Yes,Tata,Tiago,2013,11269,1496765,0.0,0.0,Hyderabad
V0728,Jharkhand,Car,Diesel,No,Tata,Tiago,2015,3199,444079,26.6,194.8,Jaipur
V0729,Assam,Truck,Petrol,No,Eicher,Pro 2049,2018,14964,1577547,27.6,137.2,Ahmedabad
V0730,Jharkhand,SUV,Electric,Yes,Hyundai,Venue,2023,6698,1143669,0.0,0.0,Jaipur
V0731,Tamil Nadu,SUV,Diesel,No,Mahindra,Bolero,2018,10338,324076,20.1,181.8,Bengaluru
V0732,Jharkhand,Truck,Electric,Yes,Tata,Tiago,2019,6284,1381395,0.0,0.0,Ahmedabad
V0733,Uttarakhand,Auto,Hybrid,No,Bajaj,Pulsar,2017,13964,2090932,21.6,152.6,Kochi
V0734,Bihar,Auto,Petrol,No,Piaggio,Porter,2016,2655,2297455,15.5,147.5,Delhi
V0735,Bihar,SUV,Diesel,No,Tata,Tiago,2015,676,434326,10.2,128.8,Kolkata
V0736,Karnataka,Truck,Diesel,No,Tata,Punch,2010,1642,1220142,22.8,175.2,Kochi
V0737,Uttar Pradesh,Truck,Diesel,No,Eicher,Pro 3015,2011,4200,323662,21.1,125.9,Jaipur
V0738,Haryana,Car,Diesel,No,Hyundai,i20,2018,9251,1397854,11.5,116.0,Ahmedabad
V0739,Delhi,SUV,Electric,Yes,Hyundai,Venue,2010,14027,1872201,0.0,0.0,Hyderabad
V0740,Uttarakhand,Auto,Hybrid,No,Piaggio,Ape,2011,8477,988659,20.6,180.4,Jaipur
V0741,Delhi,SUV,Petrol,No,Mahindra,Jeeto,2012,9547,125935,14.6,150.7,Lucknow
V0742,Gujarat,SUV,Hybrid,No,Mahindra,Bolero,2020,13378,1832065,23.4,190.3,Ahmedabad
V0743,Uttar Pradesh,SUV,Hybrid,No,Tata,Nexon,2021,13022,246050,14.2,131.5,Mumbai
V0744,Haryana,Van,Hybrid,No,Force Motors,Traveller,2019,12367,1397703,20.6,183.0,Delhi
V0745,Rajasthan,SUV,Electric,Yes,Hyundai,Venue,2018,7826,1075029,0.0,0.0,Hyderabad
V0746,Tamil Nadu,Bike,Diesel,No,TVS,Apache,2018,331,113216,11.9,196.0,Lucknow
